dataset,lambda,event_id,raw_start_time,raw_end_time,true_sensors,top1,top3,top5,top10,hit_at_1,hit_at_3,hit_at_5,hit_at_10,reciprocal_rank,attack_note
WaDI_A2_ds10,0.15,9,14734,14734,1_P_006_STATUS,2_MV_501_STATUS,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV;1_AIT_004_PV;2_FIC_601_CO,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV;1_AIT_004_PV;2_FIC_601_CO;3_AIT_002_PV;2B_AIT_003_PV;2_FQ_301_PV;TOTAL_CONS_REQUIRED_FLOW;2_FIT_001_PV,0.0,0.0,0.0,0.0,0.0,Attack 9: turn on 1 P 006 maliciously
WaDI_A2_ds10,0.15,10,14870,14942,1_MV_001_STATUS,2_PIC_003_PV,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS;2_P_004_SPEED;2_MCV_101_CO,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS;2_P_004_SPEED;2_MCV_101_CO;2B_AIT_003_PV;TOTAL_CONS_REQUIRED_FLOW;2_FIC_401_SP;1_LT_001_PV;2_PIC_003_CO,0.0,0.0,0.0,0.0,0.0,Attack 10: damage 1 MV 001 and raw water pump; pump tag unspecified in the PDF
WaDI_A2_ds10,0.15,11,14974,15038,2_FIT_002_PV;2_MCV_007_CO;2_PIT_002_PV,2_MCV_007_CO,2_MCV_007_CO;1_MV_001_STATUS;2_FIT_003_PV,2_MCV_007_CO;1_MV_001_STATUS;2_FIT_003_PV;2_PIC_003_CO;2A_AIT_001_PV,2_MCV_007_CO;1_MV_001_STATUS;2_FIT_003_PV;2_PIC_003_CO;2A_AIT_001_PV;1_AIT_001_PV;1_FIT_001_PV;2_P_003_STATUS;LEAK_DIFF_PRESSURE;2_DPIT_001_PV,1.0,1.0,1.0,1.0,1.0,Attack 11: similar to attack 8
WaDI_A2_ds10,0.15,12,15118,15150,2_FIT_002_PV;2_MCV_007_CO;2_PIT_002_PV,2_MCV_007_CO,2_MCV_007_CO;1_MV_001_STATUS;1_AIT_003_PV,2_MCV_007_CO;1_MV_001_STATUS;1_AIT_003_PV;2_FIC_301_SP;2_FIC_101_SP,2_MCV_007_CO;1_MV_001_STATUS;1_AIT_003_PV;2_FIC_301_SP;2_FIC_101_SP;2_LT_002_PV;2_FIT_001_PV;1_MV_004_STATUS;2_MCV_101_CO;2B_AIT_002_PV,1.0,1.0,1.0,1.0,1.0,Attack 12: similar to attack 8
WaDI_A2_ds10,0.15,14,16366,16422,1_AIT_001_PV;2_LT_002_PV,1_MV_004_STATUS,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO;2_MV_006_STATUS;2_FIC_601_PV,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO;2_MV_006_STATUS;2_FIC_601_PV;3_AIT_002_PV;1_LT_001_PV;2_FIC_601_CO;2_FIC_301_SP;2A_AIT_004_PV,0.0,0.0,0.0,0.0,0.0,"Attack 15: stealthy attack, inverse of attack 3"
WaDI_A2_ds10,0.2,1,510,654,1_FIT_001_PV;1_LT_001_PV;1_MV_001_STATUS,1_MV_004_STATUS,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV;1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV;1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO;1_FIT_001_PV;2_FIC_601_SP;2_FIC_401_SP;2_MV_006_STATUS,0.0,0.0,1.0,1.0,0.25,Attack 1: MV 001 maliciously turned on; reflected on 1LT001 and 1FIT001
WaDI_A2_ds10,0.2,2,5910,5958,1_FIT_001_PV,2_FIC_601_PV,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP;2_P_004_SPEED;2_MV_201_STATUS,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP;2_P_004_SPEED;2_MV_201_STATUS;2_FIC_501_CO;1_AIT_004_PV;2_FIC_401_CO;2_FIC_301_PV;2_FIT_003_PV,0.0,0.0,0.0,0.0,0.0,Attack 2: 1 FIT 001 false/off reading
WaDI_A2_ds10,0.2,3,6094,6262,1_AIT_001_PV;2_LT_002_PV,2_P_003_STATUS,2_P_003_STATUS;2_PIC_003_CO;2_P_004_SPEED,2_P_003_STATUS;2_PIC_003_CO;2_P_004_SPEED;2_FIC_601_PV;2_PIC_003_PV,2_P_003_STATUS;2_PIC_003_CO;2_P_004_SPEED;2_FIC_601_PV;2_PIC_003_PV;2_PIT_003_PV;2_FIC_301_PV;2_FIT_003_PV;2_FQ_301_PV;2_P_003_SPEED,0.0,0.0,0.0,0.0,0.0,Attacks 3-4: drain elevated reservoir 2 LT 002 and change 1 AIT 001 reading
WaDI_A2_ds10,0.2,4,6310,6382,2_MCV_101_CO;2_MCV_201_CO;2_MCV_301_CO;2_MCV_401_CO;2_MCV_501_CO;2_MCV_601_CO,1_MV_001_STATUS,1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO,1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO;1_FIT_001_PV;2B_AIT_004_PV,1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO;1_FIT_001_PV;2B_AIT_004_PV;2_MV_101_STATUS;2_FIC_201_SP;1_AIT_003_PV;1_P_001_STATUS;1_P_003_STATUS,0.0,1.0,1.0,1.0,0.3333333333333333,Attack 5: turn off valves to consumers
WaDI_A2_ds10,0.2,5,7078,7142,2_MCV_101_CO;2_MCV_201_CO,2_FIC_601_PV,2_FIC_601_PV;1_P_001_STATUS;1_P_003_STATUS,2_FIC_601_PV;1_P_001_STATUS;1_P_003_STATUS;2B_AIT_002_PV;2_FIT_003_PV,2_FIC_601_PV;1_P_001_STATUS;1_P_003_STATUS;2B_AIT_002_PV;2_FIT_003_PV;2_P_004_SPEED;3_AIT_002_PV;2_P_003_SPEED;2_FIC_501_PV;2_FIC_401_CO,0.0,0.0,0.0,0.0,0.0,Attack 6: turn on 2 MCV 101 and 2 MCV 201
WaDI_A2_ds10,0.2,6,7494,7558,1_AIT_002_PV;2_MV_003_STATUS,2_MV_301_STATUS,2_MV_301_STATUS;2_FIC_601_PV;2_FQ_201_PV,2_MV_301_STATUS;2_FIC_601_PV;2_FQ_201_PV;1_MV_004_STATUS;3_AIT_002_PV,2_MV_301_STATUS;2_FIC_601_PV;2_FQ_201_PV;1_MV_004_STATUS;3_AIT_002_PV;2_FIC_501_PV;1_LT_001_PV;2B_AIT_003_PV;2_FIC_501_CO;2_FIC_601_SP,0.0,0.0,0.0,0.0,0.0,Attack 7: set 1 AIT 002 and open 2 MV 003
WaDI_A2_ds10,0.2,7,8526,8574,2_FIT_002_PV;2_MCV_007_CO;2_PIT_002_PV,2B_AIT_003_PV,2B_AIT_003_PV;2_MCV_007_CO;2_FIC_601_PV,2B_AIT_003_PV;2_MCV_007_CO;2_FIC_601_PV;2_FIT_003_PV;2_MV_003_STATUS,2B_AIT_003_PV;2_MCV_007_CO;2_FIC_601_PV;2_FIT_003_PV;2_MV_003_STATUS;1_P_001_STATUS;1_P_003_STATUS;1_AIT_003_PV;2_FIT_001_PV;2_P_003_STATUS,0.0,1.0,1.0,1.0,0.5,Attack 8: open 2 MCV 007; reflected in 2PIT002 and 2FT002
WaDI_A2_ds10,0.2,9,14734,14734,1_P_006_STATUS,2_MV_501_STATUS,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV;1_AIT_004_PV;2_FIC_601_CO,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV;1_AIT_004_PV;2_FIC_601_CO;3_AIT_002_PV;2B_AIT_003_PV;2_FQ_301_PV;TOTAL_CONS_REQUIRED_FLOW;2_FIT_001_PV,0.0,0.0,0.0,0.0,0.0,Attack 9: turn on 1 P 006 maliciously
WaDI_A2_ds10,0.2,10,14870,14942,1_MV_001_STATUS,2_PIC_003_PV,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS;2_P_004_SPEED;2_MCV_101_CO,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS;2_P_004_SPEED;2_MCV_101_CO;2B_AIT_003_PV;TOTAL_CONS_REQUIRED_FLOW;2_FIC_401_SP;1_LT_001_PV;2_PIC_003_CO,0.0,0.0,0.0,0.0,0.0,Attack 10: damage 1 MV 001 and raw water pump; pump tag unspecified in the PDF
WaDI_A2_ds10,0.2,11,14974,15038,2_FIT_002_PV;2_MCV_007_CO;2_PIT_002_PV,2_MCV_007_CO,2_MCV_007_CO;1_MV_001_STATUS;2_FIT_003_PV,2_MCV_007_CO;1_MV_001_STATUS;2_FIT_003_PV;2_PIC_003_CO;2A_AIT_001_PV,2_MCV_007_CO;1_MV_001_STATUS;2_FIT_003_PV;2_PIC_003_CO;2A_AIT_001_PV;1_AIT_001_PV;1_FIT_001_PV;2_P_003_STATUS;LEAK_DIFF_PRESSURE;2_DPIT_001_PV,1.0,1.0,1.0,1.0,1.0,Attack 11: similar to attack 8
WaDI_A2_ds10,0.2,12,15118,15150,2_FIT_002_PV;2_MCV_007_CO;2_PIT_002_PV,2_MCV_007_CO,2_MCV_007_CO;1_MV_001_STATUS;1_AIT_003_PV,2_MCV_007_CO;1_MV_001_STATUS;1_AIT_003_PV;2_FIC_301_SP;2_FIC_101_SP,2_MCV_007_CO;1_MV_001_STATUS;1_AIT_003_PV;2_FIC_301_SP;2_FIC_101_SP;2_LT_002_PV;2_FIT_001_PV;1_MV_004_STATUS;2B_AIT_002_PV;2_MCV_101_CO,1.0,1.0,1.0,1.0,1.0,Attack 12: similar to attack 8
WaDI_A2_ds10,0.2,14,16366,16422,1_AIT_001_PV;2_LT_002_PV,1_MV_004_STATUS,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO;2_MV_006_STATUS;2_FIC_601_PV,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO;2_MV_006_STATUS;2_FIC_601_PV;3_AIT_002_PV;1_LT_001_PV;2_FIC_601_CO;2_FIC_301_SP;2A_AIT_004_PV,0.0,0.0,0.0,0.0,0.0,"Attack 15: stealthy attack, inverse of attack 3"
WaDI_A2_ds10,0.25,1,510,654,1_FIT_001_PV;1_LT_001_PV;1_MV_001_STATUS,1_MV_004_STATUS,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV;1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV;1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO;1_FIT_001_PV;2_FIC_601_SP;2_FIC_401_SP;2_MV_006_STATUS,0.0,0.0,1.0,1.0,0.25,Attack 1: MV 001 maliciously turned on; reflected on 1LT001 and 1FIT001
WaDI_A2_ds10,0.25,2,5910,5958,1_FIT_001_PV,2_FIC_601_PV,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP;2_P_004_SPEED;2_MV_201_STATUS,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP;2_P_004_SPEED;2_MV_201_STATUS;2_FIC_501_CO;1_AIT_004_PV;2_FIC_401_CO;2_FIC_301_PV;2_FIT_003_PV,0.0,0.0,0.0,0.0,0.0,Attack 2: 1 FIT 001 false/off reading
WaDI_A2_ds10,0.25,3,6094,6262,1_AIT_001_PV;2_LT_002_PV,2_P_003_STATUS,2_P_003_STATUS;2_PIC_003_CO;2_P_004_SPEED,2_P_003_STATUS;2_PIC_003_CO;2_P_004_SPEED;2_FIC_601_PV;2_PIC_003_PV,2_P_003_STATUS;2_PIC_003_CO;2_P_004_SPEED;2_FIC_601_PV;2_PIC_003_PV;2_PIT_003_PV;2_FIC_301_PV;2_FIT_003_PV;2_FQ_301_PV;2_P_003_SPEED,0.0,0.0,0.0,0.0,0.0,Attacks 3-4: drain elevated reservoir 2 LT 002 and change 1 AIT 001 reading
WaDI_A2_ds10,0.25,4,6310,6382,2_MCV_101_CO;2_MCV_201_CO;2_MCV_301_CO;2_MCV_401_CO;2_MCV_501_CO;2_MCV_601_CO,1_MV_001_STATUS,1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO,1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO;1_FIT_001_PV;2B_AIT_004_PV,1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO;1_FIT_001_PV;2B_AIT_004_PV;2_MV_101_STATUS;2_FIC_201_SP;1_AIT_003_PV;1_P_001_STATUS;1_P_003_STATUS,0.0,1.0,1.0,1.0,0.3333333333333333,Attack 5: turn off valves to consumers
WaDI_A2_ds10,0.25,5,7078,7142,2_MCV_101_CO;2_MCV_201_CO,2_FIC_601_PV,2_FIC_601_PV;1_P_001_STATUS;1_P_003_STATUS,2_FIC_601_PV;1_P_001_STATUS;1_P_003_STATUS;2B_AIT_002_PV;2_FIT_003_PV,2_FIC_601_PV;1_P_001_STATUS;1_P_003_STATUS;2B_AIT_002_PV;2_FIT_003_PV;2_P_004_SPEED;3_AIT_002_PV;2_P_003_SPEED;2_FIC_501_PV;2_FIC_401_CO,0.0,0.0,0.0,0.0,0.0,Attack 6: turn on 2 MCV 101 and 2 MCV 201
WaDI_A2_ds10,0.25,6,7494,7558,1_AIT_002_PV;2_MV_003_STATUS,2_MV_301_STATUS,2_MV_301_STATUS;2_FIC_601_PV;2_FQ_201_PV,2_MV_301_STATUS;2_FIC_601_PV;2_FQ_201_PV;1_MV_004_STATUS;3_AIT_002_PV,2_MV_301_STATUS;2_FIC_601_PV;2_FQ_201_PV;1_MV_004_STATUS;3_AIT_002_PV;2_FIC_501_PV;1_LT_001_PV;2B_AIT_003_PV;2_FIC_501_CO;2_FIC_601_SP,0.0,0.0,0.0,0.0,0.0,Attack 7: set 1 AIT 002 and open 2 MV 003
WaDI_A2_ds10,0.25,7,8526,8574,2_FIT_002_PV;2_MCV_007_CO;2_PIT_002_PV,2B_AIT_003_PV,2B_AIT_003_PV;2_FIC_601_PV;2_FIT_003_PV,2B_AIT_003_PV;2_FIC_601_PV;2_FIT_003_PV;2_MV_003_STATUS;1_P_003_STATUS,2B_AIT_003_PV;2_FIC_601_PV;2_FIT_003_PV;2_MV_003_STATUS;1_P_003_STATUS;1_P_001_STATUS;1_AIT_003_PV;2_FIT_001_PV;2_P_003_STATUS;2_FIC_201_PV,0.0,0.0,0.0,0.0,0.0,Attack 8: open 2 MCV 007; reflected in 2PIT002 and 2FT002
WaDI_A2_ds10,0.25,9,14734,14734,1_P_006_STATUS,2_MV_501_STATUS,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV;1_AIT_004_PV;2_FIC_601_CO,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV;1_AIT_004_PV;2_FIC_601_CO;3_AIT_002_PV;2B_AIT_003_PV;2_FQ_301_PV;TOTAL_CONS_REQUIRED_FLOW;2_FIT_001_PV,0.0,0.0,0.0,0.0,0.0,Attack 9: turn on 1 P 006 maliciously
WaDI_A2_ds10,0.25,10,14870,14942,1_MV_001_STATUS,2_PIC_003_PV,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS;2_P_004_SPEED;2_MCV_101_CO,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS;2_P_004_SPEED;2_MCV_101_CO;2B_AIT_003_PV;TOTAL_CONS_REQUIRED_FLOW;2_FIC_401_SP;1_LT_001_PV;2_PIC_003_CO,0.0,0.0,0.0,0.0,0.0,Attack 10: damage 1 MV 001 and raw water pump; pump tag unspecified in the PDF
WaDI_A2_ds10,0.25,11,14974,15038,2_FIT_002_PV;2_MCV_007_CO;2_PIT_002_PV,2_MCV_007_CO,2_MCV_007_CO;1_MV_001_STATUS;2_FIT_003_PV,2_MCV_007_CO;1_MV_001_STATUS;2_FIT_003_PV;2_PIC_003_CO;2A_AIT_001_PV,2_MCV_007_CO;1_MV_001_STATUS;2_FIT_003_PV;2_PIC_003_CO;2A_AIT_001_PV;1_AIT_001_PV;1_FIT_001_PV;2_P_003_STATUS;LEAK_DIFF_PRESSURE;2_DPIT_001_PV,1.0,1.0,1.0,1.0,1.0,Attack 11: similar to attack 8
WaDI_A2_ds10,0.25,12,15118,15150,2_FIT_002_PV;2_MCV_007_CO;2_PIT_002_PV,2_MCV_007_CO,2_MCV_007_CO;1_MV_001_STATUS;1_AIT_003_PV,2_MCV_007_CO;1_MV_001_STATUS;1_AIT_003_PV;2_FIC_301_SP;2_FIC_101_SP,2_MCV_007_CO;1_MV_001_STATUS;1_AIT_003_PV;2_FIC_301_SP;2_FIC_101_SP;2_LT_002_PV;2_FIT_001_PV;2B_AIT_002_PV;1_MV_004_STATUS;2_MCV_101_CO,1.0,1.0,1.0,1.0,1.0,Attack 12: similar to attack 8
WaDI_A2_ds10,0.25,14,16366,16422,1_AIT_001_PV;2_LT_002_PV,1_MV_004_STATUS,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO;2_MV_006_STATUS;2_FIC_601_PV,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO;2_MV_006_STATUS;2_FIC_601_PV;3_AIT_002_PV;1_LT_001_PV;2_FIC_601_CO;2_FIC_301_SP;2A_AIT_004_PV,0.0,0.0,0.0,0.0,0.0,"Attack 15: stealthy attack, inverse of attack 3"
WaDI_A2_ds10,0.3,1,510,654,1_FIT_001_PV;1_LT_001_PV;1_MV_001_STATUS,1_MV_004_STATUS,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV;1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV;1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO;1_FIT_001_PV;2_FIC_601_SP;2_FIC_401_SP;2_MV_006_STATUS,0.0,0.0,1.0,1.0,0.25,Attack 1: MV 001 maliciously turned on; reflected on 1LT001 and 1FIT001
WaDI_A2_ds10,0.3,2,5910,5958,1_FIT_001_PV,2_FIC_601_PV,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP;2_P_004_SPEED;2_MV_201_STATUS,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP;2_P_004_SPEED;2_MV_201_STATUS;2_FIC_501_CO;1_AIT_004_PV;2_FIC_401_CO;2_FIC_301_PV;2_FIT_003_PV,0.0,0.0,0.0,0.0,0.0,Attack 2: 1 FIT 001 false/off reading
WaDI_A2_ds10,0.3,3,6094,6262,1_AIT_001_PV;2_LT_002_PV,2_P_003_STATUS,2_P_003_STATUS;2_PIC_003_CO;2_P_004_SPEED,2_P_003_STATUS;2_PIC_003_CO;2_P_004_SPEED;2_FIC_601_PV;2_PIC_003_PV,2_P_003_STATUS;2_PIC_003_CO;2_P_004_SPEED;2_FIC_601_PV;2_PIC_003_PV;2_PIT_003_PV;2_FIC_301_PV;2_FIT_003_PV;2_FQ_301_PV;2_P_003_SPEED,0.0,0.0,0.0,0.0,0.0,Attacks 3-4: drain elevated reservoir 2 LT 002 and change 1 AIT 001 reading
WaDI_A2_ds10,0.3,4,6310,6382,2_MCV_101_CO;2_MCV_201_CO;2_MCV_301_CO;2_MCV_401_CO;2_MCV_501_CO;2_MCV_601_CO,1_MV_001_STATUS,1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO,1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO;1_FIT_001_PV;2B_AIT_004_PV,1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO;1_FIT_001_PV;2B_AIT_004_PV;2_MV_101_STATUS;2_FIC_201_SP;1_AIT_003_PV;1_P_001_STATUS;1_P_003_STATUS,0.0,1.0,1.0,1.0,0.3333333333333333,Attack 5: turn off valves to consumers
WaDI_A2_ds10,0.3,5,7078,7142,2_MCV_101_CO;2_MCV_201_CO,2_FIC_601_PV,2_FIC_601_PV;1_P_001_STATUS;1_P_003_STATUS,2_FIC_601_PV;1_P_001_STATUS;1_P_003_STATUS;2B_AIT_002_PV;2_FIT_003_PV,2_FIC_601_PV;1_P_001_STATUS;1_P_003_STATUS;2B_AIT_002_PV;2_FIT_003_PV;2_P_004_SPEED;3_AIT_002_PV;2_P_003_SPEED;2_FIC_501_PV;2_FIC_401_CO,0.0,0.0,0.0,0.0,0.0,Attack 6: turn on 2 MCV 101 and 2 MCV 201
WaDI_A2_ds10,0.3,6,7494,7558,1_AIT_002_PV;2_MV_003_STATUS,2_MV_301_STATUS,2_MV_301_STATUS;2_FIC_601_PV;2_FQ_201_PV,2_MV_301_STATUS;2_FIC_601_PV;2_FQ_201_PV;1_MV_004_STATUS;3_AIT_002_PV,2_MV_301_STATUS;2_FIC_601_PV;2_FQ_201_PV;1_MV_004_STATUS;3_AIT_002_PV;2_FIC_501_PV;1_LT_001_PV;2B_AIT_003_PV;2_FIC_501_CO;2_FIC_601_SP,0.0,0.0,0.0,0.0,0.0,Attack 7: set 1 AIT 002 and open 2 MV 003
WaDI_A2_ds10,0.3,7,8526,8574,2_FIT_002_PV;2_MCV_007_CO;2_PIT_002_PV,2B_AIT_003_PV,2B_AIT_003_PV;2_FIC_601_PV;2_FIT_003_PV,2B_AIT_003_PV;2_FIC_601_PV;2_FIT_003_PV;2_MV_003_STATUS;1_P_003_STATUS,2B_AIT_003_PV;2_FIC_601_PV;2_FIT_003_PV;2_MV_003_STATUS;1_P_003_STATUS;1_P_001_STATUS;1_AIT_003_PV;2_FIT_001_PV;2_P_003_STATUS;2_FIC_201_PV,0.0,0.0,0.0,0.0,0.0,Attack 8: open 2 MCV 007; reflected in 2PIT002 and 2FT002
WaDI_A2_ds10,0.3,9,14734,14734,1_P_006_STATUS,2_MV_501_STATUS,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV;1_AIT_004_PV;2_FIC_601_CO,2_MV_501_STATUS;2_FIC_201_PV;2_FQ_201_PV;1_AIT_004_PV;2_FIC_601_CO;3_AIT_002_PV;2B_AIT_003_PV;2_FQ_301_PV;TOTAL_CONS_REQUIRED_FLOW;2_FIT_001_PV,0.0,0.0,0.0,0.0,0.0,Attack 9: turn on 1 P 006 maliciously
WaDI_A2_ds10,0.3,10,14870,14942,1_MV_001_STATUS,2_PIC_003_PV,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS;2_P_004_SPEED;2_MCV_101_CO,2_PIC_003_PV;2_PIT_003_PV;2_P_003_STATUS;2_P_004_SPEED;2_MCV_101_CO;2B_AIT_003_PV;TOTAL_CONS_REQUIRED_FLOW;2_FIC_401_SP;1_LT_001_PV;2_PIC_003_CO,0.0,0.0,0.0,0.0,0.0,Attack 10: damage 1 MV 001 and raw water pump; pump tag unspecified in the PDF
WaDI_A2_ds10,0.3,11,14974,15038,2_FIT_002_PV;2_MCV_007_CO;2_PIT_002_PV,1_MV_001_STATUS,1_MV_001_STATUS;2_MCV_007_CO;2_FIT_003_PV,1_MV_001_STATUS;2_MCV_007_CO;2_FIT_003_PV;2_PIC_003_CO;2A_AIT_001_PV,1_MV_001_STATUS;2_MCV_007_CO;2_FIT_003_PV;2_PIC_003_CO;2A_AIT_001_PV;1_AIT_001_PV;1_FIT_001_PV;2_P_003_STATUS;LEAK_DIFF_PRESSURE;2_DPIT_001_PV,0.0,1.0,1.0,1.0,0.5,Attack 11: similar to attack 8
WaDI_A2_ds10,0.3,12,15118,15150,2_FIT_002_PV;2_MCV_007_CO;2_PIT_002_PV,1_MV_001_STATUS,1_MV_001_STATUS;1_AIT_003_PV;2_MCV_007_CO,1_MV_001_STATUS;1_AIT_003_PV;2_MCV_007_CO;2_FIC_301_SP;2_FIC_101_SP,1_MV_001_STATUS;1_AIT_003_PV;2_MCV_007_CO;2_FIC_301_SP;2_FIC_101_SP;2_LT_002_PV;2_FIT_001_PV;2B_AIT_002_PV;1_MV_004_STATUS;2_MCV_101_CO,0.0,1.0,1.0,1.0,0.3333333333333333,Attack 12: similar to attack 8
WaDI_A2_ds10,0.3,14,16366,16422,1_AIT_001_PV;2_LT_002_PV,1_MV_004_STATUS,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO;2_MV_006_STATUS;2_FIC_601_PV,1_MV_004_STATUS;2B_AIT_001_PV;2_FIC_501_CO;2_MV_006_STATUS;2_FIC_601_PV;3_AIT_002_PV;1_LT_001_PV;2_FIC_601_CO;2_FIC_301_SP;2A_AIT_004_PV,0.0,0.0,0.0,0.0,0.0,"Attack 15: stealthy attack, inverse of attack 3"
WaDI_A2_ds10,0.35,1,510,654,1_FIT_001_PV;1_LT_001_PV;1_MV_001_STATUS,1_MV_004_STATUS,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV;1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW,1_MV_004_STATUS;1_AIT_003_PV;2B_AIT_003_PV;1_MV_001_STATUS;TOTAL_CONS_REQUIRED_FLOW;2_MCV_101_CO;1_FIT_001_PV;2_FIC_601_SP;2_FIC_401_SP;2_MV_006_STATUS,0.0,0.0,1.0,1.0,0.25,Attack 1: MV 001 maliciously turned on; reflected on 1LT001 and 1FIT001
WaDI_A2_ds10,0.35,2,5910,5958,1_FIT_001_PV,2_FIC_601_PV,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP;2_P_004_SPEED;2_MV_201_STATUS,2_FIC_601_PV;3_AIT_002_PV;2_FIC_601_SP;2_P_004_SPEED;2_MV_201_STATUS;2_FIC_501_CO;1_AIT_004_PV;2_FIC_401_CO;2_FIC_301_PV;2_FIT_003_PV,0.0,0.0,0.0,0.0,0.0,Attack 2: 1 FIT 001 false/off reading
